match_date,round,year,home_team,away_team,venue,match_winner,home_recent_5_win_rate,home_win_streak,home_recent_5_avg_score,home_days_rest,away_recent_5_win_rate,away_win_streak,away_recent_5_avg_score,away_days_rest,h2h_matches,h2h_current_home_wins,h2h_current_away_wins,h2h_draws,h2h_current_home_win_rate,home_pre_match_ladder_rank,home_pre_match_points,home_pre_match_percentage,away_pre_match_ladder_rank,away_pre_match_points,away_pre_match_percentage
2022-08-20,23,2022,North Melbourne Kangaroos,Gold Coast Suns,Marvel Stadium,Away Win,0.2,0,79.0,7.0,0.2,0,75.4,7.0,16.0,5.0,11.0,0.0,31.25,18,8.0,56.5,12,36.0,99.1
2022-08-21,23,2022,Carlton Blues,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.2,0,71.0,8.0,0.8,0,81.0,7.0,77.0,29.0,48.0,0.0,37.66,8,48.0,108.79,5,60.0,104.44
2022-08-21,23,2022,Hawthorn Hawks,Western Bulldogs,UTAS Stadium,Away Win,0.6,0,84.6,7.0,0.6,1,80.0,8.0,61.0,31.0,28.0,2.0,50.82,13,32.0,90.49,9,44.0,107.89
2022-08-21,23,2022,St Kilda Saints,Sydney Swans,Marvel Stadium,Away Win,0.4,0,70.4,9.0,1.0,6,103.0,7.0,65.0,38.0,26.0,1.0,58.46,10,44.0,100.12,2,60.0,128.34
2022-09-01,EF,2022,Brisbane Lions,Richmond Tigers,The Gabba,Home Win,0.6,0,91.8,13.0,0.8,4,106.8,12.0,36.0,24.0,11.0,1.0,66.67,4,60.0,119.34,7,54.0,121.63
2022-09-02,QF,2022,Melbourne Demons,Sydney Swans,Melbourne Cricket Ground,Away Win,0.6,2,93.6,14.0,1.0,7,104.2,12.0,62.0,27.0,33.0,2.0,43.55,2,64.0,130.55,3,64.0,127.91
2022-09-03,EF,2022,Fremantle Dockers,Western Bulldogs,Optus Stadium,Home Win,0.6,3,69.2,14.0,0.6,2,80.6,13.0,35.0,23.0,12.0,0.0,65.71,5,62.0,117.03,8,48.0,108.89
2022-09-03,QF,2022,Geelong Cats,Collingwood Magpies,Melbourne Cricket Ground,Home Win,1.0,13,112.0,14.0,0.8,1,77.8,13.0,62.0,32.0,30.0,0.0,51.61,1,72.0,144.22,4,64.0,104.31
2022-09-09,SF,2022,Melbourne Demons,Brisbane Lions,Melbourne Cricket Ground,Away Win,0.6,0,87.4,7.0,0.6,1,91.0,8.0,34.0,14.0,20.0,0.0,41.18,3,64.0,127.38,4,64.0,118.39
2022-09-10,SF,2022,Collingwood Magpies,Fremantle Dockers,Melbourne Cricket Ground,Home Win,0.6,0,76.2,7.0,0.8,4,73.4,7.0,34.0,21.0,13.0,0.0,61.76,6,64.0,103.8,2,66.0,117.21
2022-09-16,PF,2022,Geelong Cats,Brisbane Lions,Melbourne Cricket Ground,Home Win,1.0,14,106.4,13.0,0.8,2,90.0,7.0,39.0,14.0,25.0,0.0,35.9,1,76.0,142.56,2,68.0,118.31
2022-09-17,PF,2022,Sydney Swans,Collingwood Magpies,Sydney Cricket Ground,Home Win,1.0,8,98.8,15.0,0.6,1,74.4,7.0,58.0,25.0,33.0,0.0,43.1,2,68.0,128.07,4,68.0,104.74
2022-09-24,GF,2022,Geelong Cats,Sydney Swans,Melbourne Cricket Ground,Home Win,1.0,15,111.6,8.0,1.0,9,95.4,7.0,67.0,35.0,32.0,0.0,52.24,1,80.0,145.68,2,72.0,126.64
2023-03-16,1,2023,Richmond Tigers,Carlton Blues,Melbourne Cricket Ground,Draw,0.8,0,117.2,196.0,0.2,0,74.8,207.0,65.0,30.0,35.0,0.0,46.15,14,0.0,,3,0.0,
2023-03-17,1,2023,Geelong Cats,Collingwood Magpies,Melbourne Cricket Ground,Away Win,1.0,16,116.2,174.0,0.4,0,74.0,181.0,63.0,32.0,31.0,0.0,50.79,7,0.0,,4,0.0,
2023-03-18,1,2023,Gold Coast Suns,Sydney Swans,People First Stadium,Away Win,0.4,1,87.2,210.0,0.8,0,80.6,175.0,14.0,6.0,8.0,0.0,42.86,8,0.0,,16,0.0,
2023-03-18,1,2023,North Melbourne Kangaroos,West Coast Eagles,Marvel Stadium,Home Win,0.0,0,70.0,210.0,0.0,0,69.0,210.0,53.0,36.0,17.0,0.0,67.92,12,0.0,,17,0.0,
2023-03-18,1,2023,Port Adelaide Power,Brisbane Lions,Adelaide Oval,Home Win,0.4,2,100.8,210.0,0.6,0,77.0,183.0,40.0,13.0,25.0,2.0,32.5,13,0.0,,2,0.0,
2023-03-18,1,2023,Melbourne Demons,Western Bulldogs,Melbourne Cricket Ground,Home Win,0.4,0,86.2,190.0,0.4,0,70.6,196.0,67.0,39.0,28.0,0.0,58.21,11,0.0,,18,0.0,
2023-03-19,1,2023,Greater Western Sydney Giants,Adelaide Crows,ENGIE Stadium,Home Win,0.2,0,63.0,211.0,0.6,0,85.8,211.0,15.0,6.0,9.0,0.0,40.0,9,0.0,,1,0.0,
2023-03-19,1,2023,Hawthorn Hawks,Essendon Bombers,Melbourne Cricket Ground,Away Win,0.4,0,77.0,210.0,0.2,0,79.2,211.0,66.0,27.0,39.0,0.0,40.91,10,0.0,,5,0.0,
2023-03-19,1,2023,St Kilda Saints,Fremantle Dockers,Marvel Stadium,Home Win,0.4,0,74.0,210.0,0.8,0,77.4,190.0,40.0,13.0,27.0,0.0,32.5,15,0.0,,6,0.0,
2023-03-23,2,2023,Carlton Blues,Geelong Cats,Melbourne Cricket Ground,Home Win,0.0,0,68.4,7.0,0.8,0,113.0,6.0,57.0,37.0,20.0,0.0,64.91,1,2.0,100.0,2,0.0,82.4
2023-03-24,2,2023,Brisbane Lions,Melbourne Demons,The Gabba,Home Win,0.4,0,75.2,6.0,0.6,1,91.4,6.0,35.0,20.0,15.0,0.0,57.14,4,0.0,57.14,1,4.0,176.92
2023-03-25,2,2023,Collingwood Magpies,Port Adelaide Power,Melbourne Cricket Ground,Home Win,0.6,1,89.0,8.0,0.6,3,107.2,7.0,35.0,22.0,13.0,0.0,62.86,4,4.0,121.36,2,4.0,175.0
2023-03-25,2,2023,Western Bulldogs,St Kilda Saints,"Marvel Stadium
",Away Win,0.4,0,70.4,7.0,0.4,1,69.4,6.0,64.0,25.0,38.0,1.0,39.06,12,0.0,56.52,3,4.0,128.85
2023-03-25,2,2023,Fremantle Dockers,North Melbourne Kangaroos,Optus Stadium,Away Win,0.6,0,68.8,6.0,0.2,1,72.4,7.0,34.0,23.0,11.0,0.0,67.65,10,0.0,77.61,5,4.0,106.1
2023-03-25,2,2023,Adelaide Crows,Richmond Tigers,Adelaide Oval,Away Win,0.6,0,86.8,6.0,0.6,0,108.0,9.0,42.0,25.0,17.0,0.0,59.52,8,0.0,84.91,7,2.0,100.0
2023-03-26,2,2023,Essendon Bombers,Gold Coast Suns,Marvel Stadium,Home Win,0.4,1,88.8,7.0,0.4,0,80.8,8.0,13.0,7.0,5.0,1.0,53.85,1,4.0,190.77,17,0.0,55.45
2023-03-26,2,2023,Sydney Swans,Hawthorn Hawks,Sydney Cricket Ground,Home Win,0.8,1,87.2,8.0,0.2,0,65.8,7.0,70.0,29.0,41.0,0.0,41.43,2,4.0,180.33,18,0.0,52.42
2023-03-26,2,2023,West Coast Eagles,Greater Western Sydney Giants,Optus Stadium,Home Win,0.0,0,73.0,8.0,0.4,1,73.4,7.0,14.0,5.0,9.0,0.0,35.71,11,0.0,94.25,7,4.0,117.78
2023-03-30,3,2023,Western Bulldogs,Brisbane Lions,Marvel Stadium,Home Win,0.4,0,63.0,5.0,0.6,1,82.4,6.0,43.0,14.0,29.0,0.0,32.56,18,0.0,51.21,9,4.0,79.33
2023-03-31,3,2023,Collingwood Magpies,Richmond Tigers,Melbourne Cricket Ground,Home Win,0.6,2,101.0,6.0,0.6,1,107.8,6.0,60.0,37.0,22.0,1.0,61.67,1,8.0,155.69,2,6.0,123.88
2023-04-01,3,2023,Greater Western Sydney Giants,Carlton Blues,ENGIE Stadium,Away Win,0.4,0,81.8,6.0,0.2,1,75.4,9.0,14.0,4.0,10.0,0.0,28.57,9,4.0,98.42,6,6.0,105.71
2023-04-01,3,2023,Hawthorn Hawks,North Melbourne Kangaroos,UTAS Stadium,Home Win,0.2,0,60.6,6.0,0.4,2,73.8,7.0,68.0,35.0,32.0,1.0,51.47,18,0.0,42.15,4,8.0,103.9
2023-04-01,3,2023,Port Adelaide Power,Adelaide Crows,Adelaide Oval,Away Win,0.6,0,103.6,7.0,0.4,0,85.2,7.0,52.0,21.0,31.0,0.0,40.38,10,4.0,91.79,15,0.0,77.57
2023-04-01,3,2023,St Kilda Saints,Essendon Bombers,Melbourne Cricket Ground,Home Win,0.4,2,72.8,7.0,0.4,2,87.6,6.0,57.0,32.0,25.0,0.0,56.14,1,8.0,170.97,2,8.0,160.0
2023-04-02,3,2023,Fremantle Dockers,West Coast Eagles,Optus Stadium,Home Win,0.4,0,69.0,8.0,0.2,1,72.2,7.0,55.0,27.0,28.0,0.0,49.09,13,0.0,88.57,9,4.0,108.33
2023-04-02,3,2023,Gold Coast Suns,Geelong Cats,People First Stadium,Home Win,0.2,0,75.4,7.0,0.6,0,103.2,10.0,14.0,5.0,9.0,0.0,35.71,16,0.0,64.68,14,0.0,86.05
2023-04-02,3,2023,Melbourne Demons,Sydney Swans,Melbourne Cricket Ground,Home Win,0.4,0,92.0,9.0,0.8,2,93.2,7.0,63.0,27.0,34.0,2.0,42.86,8,4.0,124.68,1,8.0,232.65
2023-04-06,4,2023,Brisbane Lions,Collingwood Magpies,The Gabba,Home Win,0.4,0,71.8,7.0,0.8,3,99.2,6.0,36.0,21.0,15.0,0.0,58.33,12,4.0,79.27,1,12.0,149.54
2023-04-07,4,2023,North Melbourne Kangaroos,Carlton Blues,Marvel Stadium,Away Win,0.4,0,68.4,6.0,0.4,2,74.0,6.0,58.0,24.0,34.0,0.0,41.38,6,8.0,94.44,2,10.0,108.82
2023-04-08,4,2023,St Kilda Saints,Gold Coast Suns,Marvel Stadium,Home Win,0.6,3,78.2,7.0,0.4,1,77.4,6.0,16.0,8.0,8.0,0.0,50.0,1,12.0,150.3,15,4.0,78.68
2023-04-08,4,2023,Sydney Swans,Port Adelaide Power,Sydney Cricket Ground,Away Win,0.6,0,91.8,6.0,0.6,0,106.6,7.0,33.0,13.0,20.0,0.0,39.39,5,8.0,134.48,13,4.0,85.19
2023-04-08,4,2023,Adelaide Crows,Fremantle Dockers,Adelaide Oval,Home Win,0.4,1,88.2,7.0,0.4,1,72.8,6.0,42.0,27.0,15.0,0.0,64.29,12,4.0,94.33,9,4.0,112.08
2023-04-08,4,2023,Richmond Tigers,Western Bulldogs,Melbourne Cricket Ground,Away Win,0.4,0,92.0,8.0,0.4,1,64.0,9.0,56.0,32.0,23.0,1.0,57.14,7,6.0,109.14,16,4.0,66.54
2023-04-09,4,2023,Essendon Bombers,Greater Western Sydney Giants,Marvel Stadium,Home Win,0.4,0,88.6,8.0,0.2,0,75.4,8.0,14.0,7.0,7.0,0.0,50.0,6,8.0,129.11,10,4.0,95.08
2023-04-09,4,2023,West Coast Eagles,Melbourne Demons,Optus Stadium,Away Win,0.2,0,68.4,7.0,0.4,1,95.8,7.0,56.0,21.0,35.0,0.0,37.5,12,4.0,90.22,4,8.0,136.78
2023-04-10,4,2023,Geelong Cats,Hawthorn Hawks,Melbourne Cricket Ground,Home Win,0.4,0,98.4,8.0,0.2,1,62.6,9.0,73.0,45.0,28.0,0.0,61.64,18,0.0,82.99,17,4.0,60.07
2023-04-13,5,2023,Adelaide Crows,Carlton Blues,Adelaide Oval,Home Win,0.4,2,89.8,5.0,0.6,3,80.6,6.0,43.0,26.0,17.0,0.0,60.47,7,8.0,105.91,1,14.0,114.24
2023-04-14,5,2023,Richmond Tigers,Sydney Swans,Adelaide Oval,Away Win,0.2,0,80.6,6.0,0.4,0,85.6,6.0,63.0,39.0,24.0,0.0,61.9,9,6.0,104.55,6,8.0,126.17
2023-04-14,5,2023,Fremantle Dockers,Gold Coast Suns,Norwood Oval,Home Win,0.2,0,72.6,6.0,0.4,0,77.6,6.0,13.0,8.0,5.0,0.0,61.54,10,4.0,95.6,15,4.0,71.17
2023-04-15,5,2023,Brisbane Lions,North Melbourne Kangaroos,Adelaide Hills,Home Win,0.4,1,76.6,9.0,0.4,0,70.4,8.0,41.0,28.0,12.0,1.0,68.29,8,8.0,93.3,9,8.0,89.44
2023-04-15,5,2023,Port Adelaide Power,Western Bulldogs,Adelaide Oval,Home Win,0.6,1,90.6,7.0,0.4,2,64.4,7.0,35.0,20.0,15.0,0.0,57.14,10,8.0,88.14,11,8.0,76.16
2023-04-15,5,2023,Essendon Bombers,Melbourne Demons,Adelaide Oval,Home Win,0.6,1,93.8,6.0,0.6,2,107.2,6.0,56.0,28.0,28.0,0.0,50.0,5,12.0,126.28,3,12.0,149.84
2023-04-16,5,2023,Collingwood Magpies,St Kilda Saints,Adelaide Oval,Home Win,0.6,0,100.0,10.0,0.8,4,87.6,8.0,62.0,37.0,23.0,2.0,59.68,5,12.0,122.29,1,16.0,160.35
2023-04-16,5,2023,Geelong Cats,West Coast Eagles,Adelaide Oval,Home Win,0.4,1,99.8,6.0,0.2,0,71.6,7.0,57.0,37.0,19.0,1.0,64.91,13,4.0,109.91,16,4.0,77.61
2023-04-16,5,2023,Greater Western Sydney Giants,Hawthorn Hawks,Norwood Oval,Home Win,0.2,0,79.0,7.0,0.2,0,58.2,6.0,12.0,9.0,2.0,1.0,75.0,15,4.0,92.61,18,4.0,52.79
2023-04-21,6,2023,Fremantle Dockers,Western Bulldogs,Optus Stadium,Away Win,0.4,1,80.8,7.0,0.4,0,63.6,6.0,36.0,24.0,12.0,0.0,66.67,8,8.0,99.02,12,8.0,76.81
2023-04-22,6,2023,Geelong Cats,Sydney Swans,GMHBA Stadium,Home Win,0.4,2,100.4,6.0,0.6,1,99.6,8.0,68.0,36.0,32.0,0.0,52.94,9,8.0,118.96,4,12.0,132.45
2023-04-22,6,2023,Port Adelaide Power,West Coast Eagles,Adelaide Oval,Home Win,0.6,2,82.4,7.0,0.2,0,80.2,6.0,37.0,20.0,17.0,0.0,54.05,8,12.0,92.79,16,4.0,74.54
2023-04-22,6,2023,Greater Western Sydney Giants,Brisbane Lions,Manuka Oval,Away Win,0.4,1,80.6,6.0,0.6,2,97.2,7.0,14.0,8.0,6.0,0.0,57.14,12,8.0,94.38,7,12.0,111.72
2023-04-23,6,2023,Carlton Blues,St Kilda Saints,Marvel Stadium,Away Win,0.6,0,78.2,10.0,0.8,0,85.6,7.0,63.0,36.0,27.0,0.0,57.14,2,14.0,96.31,1,16.0,144.11
2023-04-23,6,2023,Gold Coast Suns,North Melbourne Kangaroos,People First Stadium,Home Win,0.2,0,72.8,9.0,0.4,0,76.4,8.0,17.0,11.0,6.0,0.0,64.71,16,4.0,75.05,13,8.0,77.48
2023-04-23,6,2023,Hawthorn Hawks,Adelaide Crows,UTAS Stadium,Away Win,0.2,0,60.4,7.0,0.6,3,102.4,10.0,46.0,16.0,30.0,0.0,34.78,18,4.0,59.57,7,12.0,117.97
2023-04-24,6,2023,Melbourne Demons,Richmond Tigers,Melbourne Cricket Ground,Home Win,0.6,0,106.8,9.0,0.2,0,75.4,10.0,61.0,31.0,30.0,0.0,50.82,4,12.0,130.56,15,6.0,92.4
2023-04-25,6,2023,Collingwood Magpies,Essendon Bombers,Melbourne Cricket Ground,Home Win,0.8,1,95.2,9.0,0.8,2,99.6,10.0,79.0,43.0,35.0,1.0,54.43,3,16.0,120.2,2,16.0,128.02
2023-04-28,7,2023,St Kilda Saints,Port Adelaide Power,Marvel Stadium,Away Win,0.8,1,88.6,5.0,0.6,3,79.0,6.0,34.0,12.0,22.0,0.0,35.29,1,20.0,142.86,4,16.0,101.56
2023-04-29,7,2023,Western Bulldogs,Hawthorn Hawks,Marvel Stadium,Home Win,0.6,1,74.2,8.0,0.2,0,62.6,6.0,62.0,29.0,31.0,2.0,46.77,10,12.0,90.27,18,4.0,64.51
2023-04-29,7,2023,Brisbane Lions,Fremantle Dockers,The Gabba,Home Win,0.8,3,104.4,7.0,0.4,0,84.2,8.0,32.0,22.0,10.0,0.0,68.75,5,16.0,113.79,13,8.0,89.92
2023-04-29,7,2023,Melbourne Demons,North Melbourne Kangaroos,Melbourne Cricket Ground,Home Win,0.6,1,103.0,5.0,0.2,0,69.8,6.0,64.0,35.0,29.0,0.0,54.69,2,16.0,129.36,14,8.0,73.9
2023-04-29,7,2023,Sydney Swans,Greater Western Sydney Giants,Sydney Cricket Ground,Away Win,0.4,0,85.0,7.0,0.2,0,76.8,7.0,24.0,13.0,11.0,0.0,54.17,9,12.0,105.73,12,8.0,91.59
2023-04-29,7,2023,West Coast Eagles,Carlton Blues,Optus Stadium,Away Win,0.2,0,77.6,7.0,0.6,0,78.6,6.0,48.0,18.0,30.0,0.0,37.5,17,4.0,72.64,7,14.0,92.42
2023-04-30,7,2023,Essendon Bombers,Geelong Cats,Melbourne Cricket Ground,Away Win,0.6,0,90.2,5.0,0.6,3,105.8,8.0,58.0,39.0,18.0,1.0,67.24,4,16.0,120.04,9,12.0,137.69
2023-04-30,7,2023,Richmond Tigers,Gold Coast Suns,Marvel Stadium,Away Win,0.2,0,79.4,6.0,0.4,1,80.0,7.0,12.0,5.0,7.0,0.0,41.67,16,6.0,90.28,14,8.0,85.53
2023-04-30,7,2023,Adelaide Crows,Collingwood Magpies,Adelaide Oval,Away Win,0.8,4,100.2,7.0,0.8,2,88.2,5.0,47.0,25.0,21.0,1.0,53.19,5,16.0,115.88,2,20.0,119.66
2023-05-05,8,2023,Carlton Blues,Brisbane Lions,Marvel Stadium,Away Win,0.6,1,91.0,6.0,0.8,4,108.8,6.0,37.0,12.0,25.0,0.0,32.43,4,18.0,113.35,2,20.0,120.37
2023-05-06,8,2023,Fremantle Dockers,Hawthorn Hawks,Optus Stadium,Home Win,0.4,0,83.2,7.0,0.2,0,68.2,7.0,40.0,27.0,13.0,0.0,67.5,14,8.0,84.24,17,4.0,65.15
2023-05-06,8,2023,Geelong Cats,Adelaide Crows,GMHBA Stadium,Home Win,0.8,4,115.8,6.0,0.8,0,96.6,6.0,48.0,11.0,37.0,0.0,22.92,6,16.0,135.7,8,16.0,114.06
2023-05-06,8,2023,Gold Coast Suns,Melbourne Demons,People First Stadium,Away Win,0.6,2,78.4,6.0,0.8,2,114.4,7.0,16.0,8.0,8.0,0.0,50.0,13,12.0,90.8,1,20.0,143.47
2023-05-06,8,2023,Greater Western Sydney Giants,Western Bulldogs,Manuka Oval,Away Win,0.4,1,82.0,7.0,0.8,2,84.8,7.0,16.0,7.0,9.0,0.0,43.75,12,12.0,93.14,10,16.0,96.72
2023-05-06,8,2023,Richmond Tigers,West Coast Eagles,Melbourne Cricket Ground,Home Win,0.0,0,67.4,6.0,0.0,0,66.4,7.0,48.0,32.0,16.0,0.0,66.67,16,6.0,87.33,18,4.0,64.33
2023-05-07,8,2023,Collingwood Magpies,Sydney Swans,Melbourne Cricket Ground,Home Win,0.8,3,73.0,7.0,0.2,0,82.6,8.0,59.0,34.0,25.0,0.0,57.63,1,24.0,117.7,11,12.0,104.57
2023-05-07,8,2023,North Melbourne Kangaroos,St Kilda Saints,Marvel Stadium,Away Win,0.0,0,65.0,8.0,0.6,0,85.4,9.0,62.0,35.0,27.0,0.0,56.45,15,8.0,66.53,3,20.0,133.18
2023-05-07,8,2023,Port Adelaide Power,Essendon Bombers,Adelaide Oval,Home Win,0.8,4,82.8,9.0,0.4,0,89.4,7.0,35.0,14.0,21.0,0.0,40.0,5,20.0,102.55,9,16.0,111.13
2023-05-12,9,2023,Richmond Tigers,Geelong Cats,Melbourne Cricket Ground,Home Win,0.2,1,78.4,6.0,1.0,5,124.6,6.0,62.0,25.0,37.0,0.0,40.32,14,10.0,95.74,3,20.0,135.75
2023-05-12,9,2023,West Coast Eagles,Gold Coast Suns,Optus Stadium,Away Win,0.0,0,64.6,6.0,0.4,0,80.8,6.0,15.0,2.0,12.0,1.0,13.33,18,4.0,63.34,13,12.0,91.29
2023-05-13,9,2023,Brisbane Lions,Essendon Bombers,The Gabba,Home Win,1.0,5,118.2,8.0,0.4,0,92.0,6.0,35.0,17.0,17.0,1.0,48.57,2,24.0,122.02,10,16.0,108.96
2023-05-13,9,2023,Carlton Blues,Western Bulldogs,Marvel Stadium,Away Win,0.4,0,91.0,8.0,0.8,3,88.6,7.0,56.0,30.0,25.0,1.0,53.57,8,18.0,107.12,7,20.0,99.52
2023-05-13,9,2023,Hawthorn Hawks,Melbourne Demons,Melbourne Cricket Ground,Away Win,0.0,0,61.8,7.0,0.8,3,105.6,7.0,65.0,34.0,30.0,1.0,52.31,18,4.0,61.61,1,24.0,138.33
2023-05-13,9,2023,North Melbourne Kangaroos,Port Adelaide Power,Ninja Stadium,Away Win,0.0,0,59.6,6.0,1.0,5,84.0,6.0,38.0,24.0,14.0,0.0,63.16,16,8.0,65.45,4,24.0,102.96
2023-05-13,9,2023,Sydney Swans,Fremantle Dockers,Sydney Cricket Ground,Away Win,0.2,0,75.4,6.0,0.4,1,85.0,7.0,39.0,9.0,29.0,1.0,23.08,11,12.0,99.86,12,12.0,95.36
2023-05-14,9,2023,Collingwood Magpies,Greater Western Sydney Giants,Melbourne Cricket Ground,Home Win,0.8,4,75.8,7.0,0.4,0,83.4,8.0,13.0,7.0,6.0,0.0,53.85,1,28.0,121.24,13,12.0,91.88
2023-05-14,9,2023,Adelaide Crows,St Kilda Saints,Adelaide Oval,Home Win,0.6,0,87.6,8.0,0.6,1,79.8,7.0,47.0,30.0,16.0,1.0,63.83,10,16.0,108.1,3,24.0,137.13
2023-05-19,10,2023,Port Adelaide Power,Melbourne Demons,Adelaide Oval,Home Win,1.0,6,97.8,6.0,0.8,4,101.0,6.0,38.0,13.0,25.0,0.0,34.21,3,28.0,112.15,1,28.0,143.58
2023-05-20,10,2023,Fremantle Dockers,Geelong Cats,Optus Stadium,Home Win,0.6,2,91.2,7.0,0.8,0,114.8,8.0,42.0,25.0,17.0,0.0,59.52,12,16.0,98.06,7,20.0,127.54
2023-05-20,10,2023,North Melbourne Kangaroos,Sydney Swans,Marvel Stadium,Away Win,0.0,0,55.8,7.0,0.2,0,79.8,7.0,63.0,30.0,32.0,1.0,47.62,16,8.0,62.93,14,12.0,97.73
2023-05-20,10,2023,Western Bulldogs,Adelaide Crows,Mars Stadium,Home Win,0.8,4,86.6,7.0,0.6,1,89.6,6.0,48.0,14.0,34.0,0.0,29.17,6,24.0,102.51,8,20.0,114.4
2023-05-20,10,2023,Brisbane Lions,Gold Coast Suns,The Gabba,Home Win,1.0,6,112.4,7.0,0.6,1,91.4,8.0,23.0,14.0,9.0,0.0,60.87,2,28.0,126.55,11,16.0,101.53
2023-05-20,10,2023,Essendon Bombers,Richmond Tigers,Melbourne Cricket Ground,Home Win,0.2,0,83.4,7.0,0.4,2,82.0,8.0,69.0,35.0,33.0,1.0,50.72,10,16.0,102.66,13,14.0,99.58
2023-05-21,10,2023,Carlton Blues,Collingwood Magpies,Melbourne Cricket Ground,Away Win,0.2,0,81.4,8.0,1.0,5,83.2,7.0,78.0,29.0,49.0,0.0,37.18,9,18.0,103.52,1,32.0,129.65
2023-05-21,10,2023,Greater Western Sydney Giants,St Kilda Saints,ENGIE Stadium,Away Win,0.4,0,79.4,7.0,0.4,0,71.0,7.0,13.0,7.0,5.0,1.0,53.85,15,12.0,85.36,5,24.0,120.84
2023-05-21,10,2023,Hawthorn Hawks,West Coast Eagles,UTAS Stadium,Home Win,0.0,0,62.6,8.0,0.0,0,60.6,9.0,55.0,34.0,21.0,0.0,61.82,18,4.0,60.0,17,4.0,60.53
2023-05-26,11,2023,Sydney Swans,Carlton Blues,Sydney Cricket Ground,Home Win,0.2,1,74.0,6.0,0.2,0,80.4,5.0,62.0,25.0,37.0,0.0,40.32,12,16.0,98.3,9,18.0,99.62
2023-05-27,11,2023,Geelong Cats,Greater Western Sydney Giants,GMHBA Stadium,Away Win,0.6,0,103.0,7.0,0.2,0,80.0,6.0,14.0,7.0,6.0,1.0,50.0,7,20.0,120.64,15,12.0,85.52
2023-05-27,11,2023,Gold Coast Suns,Western Bulldogs,TIO Stadium,Home Win,0.6,0,86.2,7.0,1.0,5,92.4,7.0,15.0,11.0,4.0,0.0,73.33,13,16.0,96.13,6,28.0,108.64
2023-05-27,11,2023,Melbourne Demons,Fremantle Dockers,Melbourne Cricket Ground,Away Win,0.8,0,100.8,8.0,0.6,3,92.4,7.0,42.0,16.0,26.0,0.0,38.1,2,28.0,138.4,10,20.0,101.64
2023-05-27,11,2023,St Kilda Saints,Hawthorn Hawks,Marvel Stadium,Away Win,0.6,1,76.6,6.0,0.2,1,76.0,6.0,58.0,29.0,28.0,1.0,50.0,4,28.0,120.15,16,8.0,73.65
2023-05-27,11,2023,West Coast Eagles,Essendon Bombers,Optus Stadium,Away Win,0.0,0,48.0,6.0,0.2,1,76.8,7.0,57.0,13.0,44.0,0.0,22.81,18,4.0,55.35,9,20.0,102.56
2023-05-28,11,2023,Collingwood Magpies,North Melbourne Kangaroos,Marvel Stadium,Home Win,1.0,6,86.2,7.0,0.0,0,58.4,8.0,58.0,29.0,28.0,1.0,50.0,1,36.0,131.26,17,8.0,66.01
2023-05-28,11,2023,Richmond Tigers,Port Adelaide Power,Melbourne Cricket Ground,Away Win,0.4,0,80.4,8.0,1.0,7,99.8,9.0,37.0,14.0,22.0,1.0,37.84,14,14.0,99.49,3,32.0,111.51
2023-05-28,11,2023,Adelaide Crows,Brisbane Lions,Adelaide Oval,Home Win,0.4,0,74.0,8.0,1.0,7,103.4,8.0,36.0,18.0,18.0,0.0,50.0,8,20.0,107.43,2,32.0,129.92
2023-06-02,12,2023,Melbourne Demons,Carlton Blues,Melbourne Cricket Ground,Home Win,0.6,0,96.0,6.0,0.2,0,78.6,7.0,57.0,23.0,34.0,0.0,40.35,4,28.0,133.9,11,18.0,96.68
2023-06-03,12,2023,Gold Coast Suns,Adelaide Crows,TIO Stadium,Home Win,0.6,1,83.6,7.0,0.4,1,77.2,6.0,16.0,7.0,9.0,0.0,43.75,11,20.0,97.23,7,24.0,108.68
2023-06-03,12,2023,Port Adelaide Power,Hawthorn Hawks,Adelaide Oval,Home Win,1.0,8,93.4,6.0,0.4,2,78.4,7.0,38.0,15.0,23.0,0.0,39.47,2,36.0,111.76,16,12.0,76.69
2023-06-03,12,2023,West Coast Eagles,Collingwood Magpies,Optus Stadium,Away Win,0.0,0,43.4,7.0,1.0,7,89.2,6.0,59.0,15.0,43.0,1.0,25.42,18,4.0,54.78,1,40.0,132.98
2023-06-03,12,2023,Western Bulldogs,Geelong Cats,Marvel Stadium,Away Win,0.8,0,84.2,7.0,0.4,0,91.8,7.0,66.0,20.0,46.0,0.0,30.3,6,28.0,106.86,8,20.0,118.07
2023-06-04,12,2023,Essendon Bombers,North Melbourne Kangaroos,Marvel Stadium,Home Win,0.4,2,80.6,8.0,0.0,0,61.6,7.0,59.0,36.0,23.0,0.0,61.02,8,24.0,107.95,17,8.0,66.07
2023-06-04,12,2023,Greater Western Sydney Giants,Richmond Tigers,ENGIE Stadium,Away Win,0.4,1,78.8,8.0,0.4,0,78.2,7.0,17.0,14.0,3.0,0.0,82.35,14,16.0,87.27,15,14.0,98.37
2023-06-08,13,2023,Sydney Swans,St Kilda Saints,Sydney Cricket Ground,Away Win,0.4,2,82.0,13.0,0.4,0,75.8,12.0,66.0,27.0,38.0,1.0,40.91,11,20.0,101.18,5,28.0,116.51
2023-06-09,13,2023,Western Bulldogs,Port Adelaide Power,Marvel Stadium,Away Win,0.6,0,80.4,6.0,1.0,9,107.0,6.0,36.0,15.0,21.0,0.0,41.67,6,28.0,103.67,2,40.0,116.22
